split,video_id,n_windows,n_pos,n_neg,toa,description,min_gap,max_gap,class_pattern
train,8/055,3,1,2,400,ego-car changes lanes,16,160,ambas clases
train,8/056,3,1,2,202,a vehicle changes lanes with the same direction to ego-car/another vehicle,10,122,ambas clases
train,8/057,3,1,2,458,a vehicle overtakes,10,122,ambas clases
train,9/001,2,1,1,123,a vehicle overtakes,11,59,ambas clases
train,9/002,3,2,1,145,a vehicle overtakes,1,81,ambas clases
train,9/006,3,1,2,190,a vehicle overtakes,14,126,ambas clases
train,9/007,3,1,2,295,a vehicle overtakes,7,135,ambas clases
train,9/012,4,2,2,308,a vehicle overtakes,4,164,ambas clases
train,9/014,3,2,1,100,a vehicle overtakes,4,36,ambas clases
train,9/015,3,1,2,265,a vehicle overtakes,9,137,ambas clases
train,9/016,2,1,1,140,a vehicle overtakes,12,76,ambas clases
train,9/017,4,2,2,292,a vehicle overtakes,4,180,ambas clases
train,9/018,3,1,2,218,a vehicle overtakes,10,154,ambas clases
train,9/019,2,1,1,122,a vehicle overtakes,10,58,ambas clases
train,9/020,3,1,2,220,a vehicle overtakes,12,140,ambas clases
val,1/005,4,2,2,260,a pedestrian crosses the road,4,148,ambas clases
val,1/007,4,2,2,196,ego-car goes straight in the blind spot area,4,132,ambas clases
val,1/010,3,1,2,472,a pedestrian crosses the road,8,168,ambas clases
val,1/011,2,0,2,0,a pedestrian crosses the road,-384,-64,solo negativos
val,1/013,3,1,2,269,ego-car accelerately goes straight at non-signalized junctions,13,173,ambas clases
val,1/014,3,1,2,190,ego-car goes straight in the blind spot area,14,126,ambas clases
val,1/023,4,2,2,260,a pedestrian crosses the road,4,148,ambas clases
val,1/024,3,1,2,234,a pedestrian crosses the road,10,138,ambas clases
val,1/027,2,1,1,159,ego-car goes straight crossing paths at non-signalized junctions,15,95,ambas clases
val,1/029,2,1,1,142,a pedestrian crosses the road,14,78,ambas clases
val,1/049,3,2,1,98,a pedestrian crosses the road,2,34,ambas clases
val,1/050,4,2,2,324,a pedestrian crosses the road,4,180,ambas clases
val,10/008,3,1,2,215,ego-car accelerately goes straight at non-signalized junctions,7,151,ambas clases
val,10/011,4,2,2,228,ego-car turns left across path at non-signalized junctions,4,164,ambas clases
val,10/016,3,1,2,408,vehicles meet on the road,8,152,ambas clases
val,10/017,3,1,2,248,a vehicle turns on a road with the same direction to ego-car,8,152,ambas clases
val,10/020,4,2,2,225,ego-car goes straight crossing paths at non-signalized junctions,1,161,ambas clases
val,10/021,2,1,1,136,a vehicle crosses the road,8,72,ambas clases
val,10/024,3,1,2,186,ego-car turns on a road,10,122,ambas clases
val,10/026,3,1,2,267,ego-car turns left across path at non-signalized junctions,11,155,ambas clases
val,10/027,3,1,2,285,ego-car turns left across path at non-signalized junctions,13,157,ambas clases
val,10/040,3,1,2,208,ego-car turns right across path at non-signalized junctions,16,128,ambas clases
val,10/043,3,2,1,148,ego-car turns left across path at non-signalized junctions,4,84,ambas clases
val,10/046,4,2,2,260,ego-car accelerately goes straight at non-signalized junctions,4,180,ambas clases
val,10/049,2,1,1,123,a vehicle crosses the road,11,59,ambas clases
val,10/051,4,2,2,306,a vehicle changes lanes - same direction,2,178,ambas clases
val,10/053,3,1,2,332,a vehicle goes straight at signalized junctions,12,156,ambas clases
val,10/056,3,1,2,278,a vehicle goes straight crossing paths at non-signalized junctions,6,134,ambas clases
val,10/058,3,1,2,406,a vehicle goes straight crossing paths at non-signalized junctions,6,166,ambas clases
val,10/063,3,1,2,208,a vehicle crosses the road,16,144,ambas clases
val,10/067,3,1,2,218,ego-car turns right across path at signalized junctions,10,154,ambas clases
val,10/105,3,1,2,268,a vehicle crosses the road,12,124,ambas clases
val,10/107,2,1,1,143,a vehicle crosses the road,15,79,ambas clases
val,10/118,3,2,1,114,a vehicle crosses the road,2,50,ambas clases
val,10/126,2,1,1,167,a vehicle crosses the road,7,103,ambas clases
val,10/128,3,1,2,217,a vehicle crosses the road,9,153,ambas clases
val,10/137,3,1,2,198,a vehicle crosses the road,6,118,ambas clases
val,10/139,3,1,2,239,a vehicle crosses the road,15,175,ambas clases
val,10/156,3,1,2,188,a vehicle crosses the road,12,124,ambas clases
val,11/009,2,1,1,122,lead vehicle stops,10,58,ambas clases
val,11/010,4,2,2,274,a vehicle changes lanes with the same direction to ego-car,2,162,ambas clases
val,11/014,4,2,2,273,ego-car goes straight at signalized junctions,1,145,ambas clases
val,11/032,4,2,2,369,lead vehicle stops,1,129,ambas clases
val,11/043,3,2,1,99,ego-car goes straight crossing paths at non-signalized junctions,3,35,ambas clases
val,11/044,4,2,2,403,a vehicle changes lanes with the same direction to ego-car,3,179,ambas clases
val,11/052,3,1,2,182,lead vehicle stops,6,118,ambas clases
val,11/058,1,0,1,0,a vehicle changes lanes with the same direction to ego-car,-64,-64,solo negativos
val,11/061,2,1,1,125,a vehicle turns on a road with the same direction to ego-car/another vehicle,13,61,ambas clases
val,11/077,3,1,2,217,ego-car goes straight at non-signalized junctions,9,121,ambas clases
val,11/087,3,2,1,116,vehicles meet on the road,4,52,ambas clases
val,11/107,2,0,2,0,a vehicle changes lanes with the same direction to ego-car,-192,-128,solo negativos
val,11/115,3,2,1,178,a vehicle turns on a road with the opposite direction to,2,114,ambas clases
val,11/130,2,1,1,124,a vehicle turns left across path at non-signalized junctions,12,60,ambas clases
val,11/155,4,2,2,210,lead vehicle decelerates,2,130,ambas clases
val,11/196,3,1,2,270,a vehicle backes up into another vehicle,14,142,ambas clases
val,11/201,3,1,2,202,lead vehicle stops,10,138,ambas clases
val,11/209,3,1,2,248,ego-car  turns right across path at non-signalized junctions,8,152,ambas clases
val,11/219,4,2,2,227,lead vehicle decelerates,3,131,ambas clases
val,11/221,2,1,1,122,a following vehicle makes a maneuver,10,58,ambas clases
val,11/230,2,1,1,141,lead vehicle stops,13,77,ambas clases
val,11/243,3,1,2,360,a vehicle changes lanes with the same direction to ego-car/another vehicle,8,136,ambas clases
val,11/246,4,2,2,290,a vehicle changes lanes with the same direction to ego-car/another vehicle,2,178,ambas clases
val,12/006,3,1,2,208,a vehicle changes lanes with the same direction to ego-car,16,144,ambas clases
val,12/020,2,1,1,168,ego-car overtakes,8,104,ambas clases
val,12/023,3,1,2,190,ego-car overtakes,14,126,ambas clases
val,12/024,3,1,2,218,a vehicle overtakes,10,138,ambas clases
val,12/026,3,1,2,279,a vehicle overtakes,7,135,ambas clases
val,12/041,3,1,2,224,a vehicle changes lanes with the same direction to ego-car,16,160,ambas clases
val,12/042,3,1,2,296,a vehicle changes lanes with the same direction to ego-car,8,168,ambas clases
val,13/008,3,1,2,218,there is an object crash,10,122,ambas clases
val,14/007,2,1,1,110,a vehicle changes lanes with the same direction to ego-car,14,46,ambas clases
val,14/010,4,2,2,450,ego-car accelerates to turn on a road,2,162,ambas clases
val,14/016,2,1,1,105,a vehicle turns left across path at non-signalized junctions,9,41,ambas clases
val,17/001,3,1,2,197,there is an object crash,5,133,ambas clases
val,18/002,3,1,2,352,ego-car controls loss,16,144,ambas clases
val,18/003,3,1,2,181,there is an object crash,5,117,ambas clases
val,18/010,2,1,1,140,there is an object crash,12,76,ambas clases
val,2/002,1,1,0,90,ego-car drives slowly on congested road,10,10,solo positivos
val,2/003,2,1,1,140,ego-car turns left across path at signalized junctions,12,76,ambas clases
val,21/006,3,1,2,216,a vehicle backes up into another vehicle,8,120,ambas clases
val,21/009,2,1,1,155,a vehicle is out of control,11,91,ambas clases
val,24/003,3,1,2,316,a vehicle is out of control,12,156,ambas clases
val,24/008,3,1,2,266,there is an object crash,10,170,ambas clases
val,24/010,3,1,2,188,a vehicle changes lanes with the same direction to ego-car/another vehicle,12,124,ambas clases
val,24/011,3,1,2,192,a vehicle is out of control,16,128,ambas clases
val,24/014,2,1,1,142,a vehicle changes lanes with the same direction to ego-car/another vehicle,14,78,ambas clases
val,24/016,4,2,2,194,a vehicle changes lanes with the same direction to ego-car/another vehicle,2,130,ambas clases
val,3/005,3,1,2,240,a cyclist crosses the road,16,160,ambas clases
val,3/017,3,1,2,200,a cyclist crosses the road,8,120,ambas clases
val,36/001,3,1,2,312,there is an object crash,8,152,ambas clases
val,37/002,3,1,2,200,a motorbike is out of control,8,136,ambas clases
val,37/003,3,1,2,286,a motorbike is out of control,14,142,ambas clases
val,37/007,1,1,0,90,a motorbike is out of control,10,10,solo positivos
val,37/052,2,1,1,172,a motorbike is out of control,12,108,ambas clases
val,37/062,3,2,1,115,a motorbike is out of control,3,51,ambas clases
val,37/064,2,1,1,96,a motorbike is out of control,16,32,ambas clases
val,37/068,2,1,1,160,a motorbike is out of control,16,96,ambas clases
val,37/072,3,2,1,130,a motorbike is out of control,2,66,ambas clases
val,37/073,4,2,2,212,a motorbike is out of control,4,148,ambas clases
val,37/078,2,1,1,154,a motorbike is out of control,10,90,ambas clases
val,38/002,2,1,1,118,a motorbike turns left across path at non-signalized junctions,6,54,ambas clases
val,38/014,1,1,0,92,a motorbike crosses the road,12,12,solo positivos
val,38/017,2,1,1,125,a motorbike crosses the road,13,61,ambas clases
val,38/032,3,2,1,178,a motorbike is out of control,2,114,ambas clases
val,38/037,1,1,0,94,a motorbike changes lines into motorway,14,14,solo positivos
val,38/052,2,1,1,120,a motorbike changes lines into motorway,8,56,ambas clases
val,38/054,3,2,1,100,a motorbike changes lines into motorway,4,36,ambas clases
val,38/066,3,2,1,100,a motorbike crosses the road,4,36,ambas clases
val,39/018,2,1,1,160,a vehicle is out of control,16,96,ambas clases
val,39/021,2,1,1,102,a vehicle is out of control,6,38,ambas clases
val,4/005,4,2,2,450,ego-car turns right across path at signalized junctions,2,178,ambas clases
val,4/006,3,2,1,180,ego-car turns left across path at signalized junctions,4,116,ambas clases
val,4/007,2,1,1,170,a cyclist changes lines into motorway,10,106,ambas clases
val,4/012,3,1,2,253,ego-car turns left across path at non-signalized junctions,13,157,ambas clases
val,4/013,3,1,2,330,ego-car turns left across path at non-signalized junctions,10,170,ambas clases
val,40/001,2,1,1,106,a vehicle crosses the road,10,42,ambas clases
val,40/005,2,1,1,104,a vehicle crosses the road,8,40,ambas clases
val,40/008,3,1,2,288,lead vehicle stops,16,160,ambas clases
val,40/009,3,1,2,264,a vehicle changes lanes with the same direction to ego-car/another vehicle,8,168,ambas clases
val,40/016,3,1,2,182,lead vehicle stops,6,118,ambas clases
val,41/001,3,1,2,400,a vehicle makes a dodge action,16,144,ambas clases
val,41/004,4,2,2,308,a vehicle is out of control,4,180,ambas clases
val,41/006,3,1,2,224,a vehicle is out of control,16,160,ambas clases
val,41/014,3,1,2,186,a vehicle is out of control,10,122,ambas clases
val,42/005,1,1,0,94,a vehicle is out of control,14,14,solo positivos
val,42/023,2,1,1,95,a vehicle is out of control,15,31,ambas clases
val,43/008,4,2,2,195,a vehicle turns left across path at signalized junctions,3,131,ambas clases
val,43/012,3,1,2,240,a vehicle crosses the road,16,176,ambas clases
val,43/016,2,1,1,105,a vehicle turns left across path at signalized junctions,9,41,ambas clases
val,43/019,1,1,0,92,a vehicle goes straight crossing paths at non-signalized junctions,12,12,solo positivos
val,43/045,2,1,1,125,lead vehicle stops,13,61,ambas clases
val,43/057,3,1,2,190,a vehicle backes up into another vehicle,14,126,ambas clases
val,43/066,2,1,1,144,a vehicle changes lanes with the same direction to ego-car/another vehicle,16,80,ambas clases
val,43/081,2,1,1,157,a vehicle turns left across path at signalized junctions,13,93,ambas clases
val,43/088,3,1,2,187,a vehicle backes up into another vehicle,11,123,ambas clases
val,43/090,3,1,2,214,lead vehicle stops,6,134,ambas clases
val,43/105,3,1,2,280,a vehicle crosses the road,8,168,ambas clases
val,43/133,3,1,2,214,a vehicle changes lanes with the same direction to ego-car/another vehicle,6,150,ambas clases
val,43/135,2,1,1,165,a vehicle turns left across path at non-signalized junctions,5,101,ambas clases
val,43/151,3,1,2,192,a vehicle crosses the road,16,128,ambas clases
val,43/162,2,1,1,128,a vehicle changes lanes with the same direction to ego-car/another vehicle,16,64,ambas clases
val,43/174,2,1,1,160,a vehicle turns left across path at signalized junctions,16,96,ambas clases
val,43/180,3,2,1,145,lead vehicle stops,1,81,ambas clases
val,43/182,3,2,1,100,a vehicle crosses the road,4,36,ambas clases
val,43/206,2,1,1,128,a vehicle is out of control,16,64,ambas clases
val,44/001,3,1,2,224,a vehicle is out of control,16,160,ambas clases
val,44/003,2,1,1,160,a vehicle is out of control,16,96,ambas clases
val,45/001,2,1,1,140,a motorbike crosses the road,12,76,ambas clases
val,48/001,2,1,1,170,a vehicle turns left across path at signalized junctions,10,106,ambas clases
val,48/006,3,1,2,272,a vehicle changes lanes with the same direction to ego-car/another vehicle,16,176,ambas clases
val,48/007,2,1,1,155,a vehicle crosses the road,11,91,ambas clases
val,48/012,3,1,2,442,a vehicle changes lanes with the same direction to ego-car/another vehicle,10,154,ambas clases
val,48/023,2,1,1,138,a vehicle changes lanes with the same direction to ego-car/another vehicle,10,74,ambas clases
val,48/026,4,2,2,260,lead vehicle stops,4,180,ambas clases
val,48/039,3,1,2,236,lead vehicle stops,12,140,ambas clases
val,48/043,3,2,1,178,a vehicle turns left across path at signalized junctions,2,114,ambas clases
val,48/045,2,1,1,140,a vehicle changes lanes with the same direction to ego-car/another vehicle,12,76,ambas clases
val,48/048,2,1,1,166,lead vehicle stops,6,102,ambas clases
val,48/051,2,1,1,140,lead vehicle stops,12,76,ambas clases
val,48/054,3,1,2,270,a vehicle turns right across path at non-signalized junctions,14,126,ambas clases
val,48/058,3,2,1,180,a vehicle changes lanes with the same direction to ego-car/another vehicle,4,116,ambas clases
val,48/059,3,1,2,203,a vehicle changes lanes with the same direction to ego-car/another vehicle,11,139,ambas clases
val,48/060,4,2,2,210,a vehicle changes lanes with the same direction to ego-car/another vehicle,2,146,ambas clases
val,48/064,2,1,1,150,a vehicle changes lanes with the same direction to ego-car/another vehicle,6,86,ambas clases
val,48/068,2,1,1,117,a vehicle changes lanes with the same direction to ego-car/another vehicle,5,53,ambas clases
val,48/069,3,1,2,245,a vehicle changes lanes with the same direction to ego-car/another vehicle,5,149,ambas clases
val,48/071,2,1,1,168,a vehicle turns right across path at non-signalized junctions,8,104,ambas clases
val,48/074,3,1,2,202,lead vehicle stops,10,138,ambas clases
val,49/009,2,1,1,166,a vehicle changes lanes with the same direction to ego-car/another vehicle,6,102,ambas clases
val,49/018,2,0,2,0,a vehicle changes lanes with the same direction to ego-car/another vehicle,-256,-128,solo negativos
val,49/021,3,1,2,232,a vehicle changes lanes with the same direction to ego-car/another vehicle,8,152,ambas clases
val,49/024,2,1,1,172,a vehicle changes lanes with the same direction to ego-car/another vehicle,12,108,ambas clases
val,49/027,4,2,2,195,a vehicle changes lanes with the same direction to ego-car/another vehicle,3,131,ambas clases
val,49/030,2,1,1,168,a vehicle changes lanes with the same direction to ego-car/another vehicle,8,104,ambas clases
val,49/035,2,1,1,112,a vehicle changes lanes with the same direction to ego-car/another vehicle,16,48,ambas clases
val,49/036,2,1,1,125,a vehicle changes lanes with the same direction to ego-car/another vehicle,13,61,ambas clases
val,5/002,2,1,1,175,a motorbike crosses the road,15,111,ambas clases
val,5/003,2,1,1,165,a motorbike crosses the road,5,101,ambas clases
val,5/006,3,1,2,216,a motorbike crosses the road,8,152,ambas clases
val,5/007,3,1,2,235,a motorbike crosses the road,11,171,ambas clases
val,5/016,3,1,2,190,a motorbike crosses the road,14,126,ambas clases
val,5/020,3,1,2,350,a motorbike crosses the road,14,158,ambas clases
val,5/025,3,1,2,224,a motorbike crosses the road,16,144,ambas clases
val,5/033,2,1,1,171,a motorbike crosses the road,11,107,ambas clases
val,5/037,4,2,2,194,a motorbike crosses the road,2,130,ambas clases
val,5/041,3,2,1,163,a motorbike crosses the road,3,99,ambas clases
val,5/044,2,1,1,144,a motorbike crosses the road,16,80,ambas clases
val,5/048,3,1,2,246,a motorbike crosses the road,6,166,ambas clases
val,5/052,2,1,1,121,a motorbike crosses the road,9,57,ambas clases
val,5/054,3,1,2,374,a motorbike crosses the road,6,166,ambas clases
val,5/056,3,1,2,396,a motorbike crosses the road,12,124,ambas clases
val,5/060,2,1,1,135,a motorbike crosses the road,7,71,ambas clases
val,5/068,3,1,2,277,a motorbike crosses the road,5,165,ambas clases
val,5/078,3,2,1,145,a motorbike crosses the road,1,81,ambas clases
val,5/079,3,2,1,114,a motorbike crosses the road,2,50,ambas clases
val,5/095,3,1,2,409,a motorbike crosses the road,9,153,ambas clases
val,5/097,3,2,1,146,a motorbike crosses the road,2,82,ambas clases
val,5/106,3,2,1,163,a motorbike crosses the road,3,99,ambas clases
val,5/109,2,1,1,127,a motorbike crosses the road,15,63,ambas clases
val,5/121,2,1,1,168,a motorbike crosses the road,8,104,ambas clases
val,5/137,3,2,1,147,a motorbike crosses the road,3,83,ambas clases
val,5/139,3,2,1,148,a motorbike crosses the road,4,84,ambas clases
val,5/142,3,1,2,265,a motorbike crosses the road,9,153,ambas clases
val,5/148,3,1,2,346,a motorbike crosses the road,10,138,ambas clases
val,5/151,3,2,1,113,a motorbike crosses the road,1,49,ambas clases
val,50/003,3,1,2,238,a vehicle turns left across path at signalized junctions,14,174,ambas clases
val,50/013,3,1,2,360,a motorbike changes lines into motorway,8,168,ambas clases
val,50/014,2,1,1,110,a motorbike crosses the road,14,46,ambas clases
val,50/059,3,1,2,286,a vehicle crosses the road,14,158,ambas clases
val,50/062,3,2,1,178,a vehicle goes straight crossing paths at non-signalized junctions,2,114,ambas clases
val,50/063,3,1,2,200,a vehicle changes lanes with the same direction to ego-car/another vehicle,8,136,ambas clases
val,50/065,2,1,1,102,a motorbike crosses the road,6,38,ambas clases
val,50/070,2,1,1,168,a motorbike crosses the road,8,104,ambas clases
val,50/127,3,1,2,184,a motorbike runs red light,8,120,ambas clases
val,50/131,2,1,1,152,lead vehicle stops,8,88,ambas clases
val,50/132,2,1,1,126,a motorbike changes lines into motorway,14,62,ambas clases
val,50/139,2,1,1,151,a vehicle turns right across path at non-signalized junctions,7,87,ambas clases
val,50/141,3,1,2,298,a motorbike runs red light,10,138,ambas clases
val,50/150,2,1,1,125,a motorbike changes lines into motorway,13,61,ambas clases
val,50/152,2,1,1,118,a motorbike crosses the road,6,54,ambas clases
val,50/158,4,2,2,212,a motorbike crosses the road,4,148,ambas clases
val,50/162,3,1,2,200,a motorbike runs red light,8,136,ambas clases
val,50/172,3,1,2,222,a motorbike crosses the road,14,158,ambas clases
val,50/177,4,2,2,228,a vehicle turns right across path at signalized junctions,4,164,ambas clases
val,50/182,3,1,2,252,a vehicle runs red light,12,172,ambas clases
val,51/017,2,1,1,121,a motorbike changes lines into motorway,9,57,ambas clases
val,52/001,2,1,1,153,a pedestrian crosses the road,9,89,ambas clases
val,52/004,2,1,1,139,a pedestrian crosses the road,11,75,ambas clases
val,52/010,3,2,1,99,a pedestrian crosses the road,3,35,ambas clases
val,52/011,2,1,1,157,a pedestrian crosses the road,13,93,ambas clases
val,56/003,2,1,1,106,a vehicle turns right across path at non-signalized junctions,10,42,ambas clases
val,56/027,3,2,1,114,a pedestrian crosses the road,2,50,ambas clases
val,57/001,3,1,2,248,a cyclist changes lines into motorway,8,152,ambas clases
val,57/010,1,1,0,91,a vehicle  goes straight at signalized junctions,11,11,solo positivos
val,57/011,3,1,2,181,lead cyclist stops,5,117,ambas clases
val,57/018,1,1,0,92,a cyclist crosses the road,12,12,solo positivos
val,57/034,2,1,1,149,a cyclist crosses the road,5,85,ambas clases
val,57/038,4,2,2,260,a cyclist changes lines into motorway,4,180,ambas clases
val,58/001,2,1,1,124,a pedestrian crosses the road,12,60,ambas clases
val,59/001,2,1,1,108,a cyclist turns right across path at signalized junctions,12,44,ambas clases
val,59/005,2,1,1,168,a cyclist is out of control,8,104,ambas clases
val,59/008,2,1,1,136,a cyclist is out of control,8,72,ambas clases
val,59/010,3,1,2,470,a cyclist is out of control,6,150,ambas clases
val,59/013,3,1,2,199,a cyclist is out of control,7,135,ambas clases
val,59/014,3,2,1,97,a cyclist is out of control,1,33,ambas clases
val,59/016,2,1,1,174,a cyclist is out of control,14,110,ambas clases
val,6/004,2,1,1,108,ego-car turns left across path at non-signalized junctions,12,44,ambas clases
val,6/019,3,1,2,214,ego-car dodges the motorbike,6,134,ambas clases
val,6/021,3,1,2,318,ego-car  turns right across path at non-signalized junctions,14,126,ambas clases
val,6/022,2,1,1,172,a motorbike turns right across path at non-signalized junctions,12,108,ambas clases
val,6/027,4,2,2,242,ego-car turns left across path at signalized junctions,2,178,ambas clases
val,6/032,1,1,0,90,lead motorcycle stops,10,10,solo positivos
val,6/038,4,2,2,275,ego-car  turns right across path at non-signalized junctions,3,179,ambas clases
val,6/054,2,1,1,128,ego-car turns left across path at non-signalized junctions,16,64,ambas clases
val,6/068,4,2,2,212,lead motorcycle stops,4,132,ambas clases
val,6/096,3,1,2,204,a motorbike turns left across path at non-signalized junctions,12,124,ambas clases
val,6/097,3,1,2,298,lead motorcycle stops,10,122,ambas clases
val,6/100,3,1,2,272,ego-car turns left across path at non-signalized junctions,16,176,ambas clases
val,6/117,3,1,2,255,a motorbike is out of control,15,175,ambas clases
val,61/005,3,1,2,230,ego-car is out of control,6,166,ambas clases
val,61/014,4,2,2,243,ego-car is out of control,3,179,ambas clases
val,61/016,3,1,2,205,ego-car is out of control,13,141,ambas clases
val,7/003,3,1,2,264,a vehicle turns left across path at non-signalized junctions,8,152,ambas clases
val,8/010,3,1,2,315,ego-car drives away from the road edge,11,171,ambas clases
val,8/034,2,0,2,0,a vehicle is out of control,-256,-64,solo negativos
val,8/039,3,1,2,245,lead vehicle stops,5,165,ambas clases
val,8/043,3,1,2,360,a vehicle backes up into another vehicle,8,168,ambas clases
val,8/047,2,0,2,0,ego-car changes lanes,-128,-64,solo negativos
val,8/051,4,2,2,260,lead vehicle stops,4,180,ambas clases
val,9/003,3,1,2,250,a vehicle overtakes,10,154,ambas clases
val,9/004,3,2,1,178,a vehicle overtakes,2,114,ambas clases
val,9/005,3,1,2,380,a vehicle overtakes,12,172,ambas clases
val,9/008,3,1,2,539,a vehicle overtakes,11,139,ambas clases
val,9/009,3,1,2,220,a vehicle overtakes,12,140,ambas clases
val,9/010,3,2,1,178,a vehicle overtakes,2,114,ambas clases
val,9/011,3,1,2,230,a vehicle overtakes,6,166,ambas clases
val,9/013,3,1,2,253,a vehicle overtakes,13,141,ambas clases
